Year,Office,Value
1989,Uzbekistan,0.0
1989,Viet Nam,1.0
1989,World,161841.0
1989,Yugoslavia,331.0
1989,Zambia,14.0
1989,Zimbabwe,26.0
1990,Africa,1360.0
1990,African Intellectual Property Organization,10.0
1990,African Regional Intellectual Property Organization,16.0
1990,Algeria,0.0
1990,Argentina,154.0
1990,Armenia,0.0
1990,Asia,73581.0
1990,Australia,4364.0
1990,Austria,430.0
1990,Belarus,0.0
1990,Belgium,155.0
1990,Bosnia and Herzegovina,0.0
1990,Brazil,1196.0
1990,Bulgaria,292.0
1990,Canada,6739.0
1990,Chile,0.0
1990,China,1738.0
1990,"China, Hong Kong SAR",216.0
1990,Colombia,0.0
1990,Costa Rica,0.0
1990,Croatia,0.0
1990,Cuba,1.0
1990,Cyprus,28.0
1990,Czech Republic,0.0
1990,Czechoslovakia,704.0
1990,Denmark,660.0
1990,Dominican Republic,2.0
1990,Ecuador,1.0
1990,Egypt,45.0
1990,El Salvador,1.0
1990,Estonia,0.0
1990,Eurasian Patent Organization,0.0
1990,Europe,50841.0
1990,European Patent Office,12273.0
1990,Finland,1265.0
1990,France,3412.0
1990,Georgia,0.0
1990,German Democratic Republic,1562.0
1990,Germany,6406.0
1990,Greece,132.0
1990,Guatemala,7.0
1990,Honduras,0.0
1990,Hungary,1448.0
1990,Iceland,23.0
1990,India,0.0
1990,Indonesia,0.0
1990,Ireland,934.0
1990,Israel,926.0
1990,Italy,1617.0
1990,Japan,66350.0
1990,Jordan,2.0
1990,Kazakhstan,0.0
1990,Kenya,0.0
1990,Latin America and the Caribbean,1669.0
1990,Latvia,0.0
1990,Lithuania,0.0
1990,Luxembourg,37.0
1990,Malawi,6.0
1990,Malaysia,103.0
1990,Malta,6.0
1990,Mexico,305.0
1990,Monaco,24.0
1990,Mongolia,0.0
1990,Montenegro,0.0
1990,Morocco,66.0
1990,Netherlands (Kingdom of the),581.0
1990,New Zealand,941.0
1990,Nicaragua,0.0
1990,Northern America,26478.0
1990,Norway,1154.0
1990,Oceania,5305.0
1990,Panama,0.0
1990,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1990,Peru,0.0
1990,Philippines,332.0
1990,Poland,459.0
1990,Portugal,699.0
1990,Republic of Korea,3647.0
1990,Republic of Moldova,0.0
1990,Romania,335.0
1990,Russian Federation,0.0
1990,San Marino,0.0
1990,Saudi Arabia,0.0
1990,Serbia,0.0
1990,Singapore,176.0
1990,Slovakia,0.0
1990,Slovenia,0.0
1990,South Africa,1125.0
1990,Soviet Union,10185.0
1990,Spain,697.0
1990,Sweden,701.0
1990,Switzerland,624.0
1990,Tajikistan,0.0
1990,Tunisia,69.0
1990,Türkiye,62.0
1990,Ukraine,1.0
1990,United Kingdom,3610.0
1990,United States of America,19739.0
1990,Uruguay,2.0
1990,Uzbekistan,0.0
1990,Viet Nam,1.0
1990,World,163123.0
1990,Yugoslavia,415.0
1990,Zambia,8.0
1990,Zimbabwe,15.0
1991,Africa,1529.0
1991,African Intellectual Property Organization,39.0
1991,African Regional Intellectual Property Organization,27.0
1991,Algeria,0.0
1991,Argentina,80.0
1991,Armenia,0.0
1991,Asia,70795.0
1991,Australia,4902.0
1991,Austria,362.0
1991,Belarus,0.0
1991,Belgium,158.0
1991,Bosnia and Herzegovina,0.0
1991,Brazil,1560.0
1991,Bulgaria,257.0
1991,Canada,9812.0
1991,Chile,0.0
1991,China,1732.0
1991,"China, Hong Kong SAR",222.0
1991,Colombia,0.0
1991,Costa Rica,0.0
1991,Croatia,0.0
1991,Cuba,10.0
1991,Cyprus,18.0
1991,Czech Republic,0.0
1991,Czechoslovakia,656.0
1991,Denmark,474.0
1991,Dominican Republic,2.0
1991,Ecuador,17.0
1991,Egypt,72.0
1991,El Salvador,0.0
1991,Estonia,0.0
1991,Eurasian Patent Organization,0.0
1991,Europe,52592.0
1991,European Patent Office,12816.0
1991,Finland,1178.0
1991,France,3306.0
1991,Georgia,0.0
1991,German Democratic Republic,1806.0
1991,Germany,6428.0
1991,Greece,159.0
1991,Guatemala,17.0
1991,Honduras,0.0
1991,Hungary,1244.0
1991,Iceland,27.0
1991,India,0.0
1991,Indonesia,0.0
1991,Ireland,1192.0
1991,Israel,747.0
1991,Italy,1618.0
1991,Japan,63689.0
1991,Jordan,7.0
1991,Kazakhstan,0.0
1991,Kenya,0.0
1991,Latin America and the Caribbean,1962.0
1991,Latvia,0.0
1991,Lithuania,0.0
1991,Luxembourg,32.0
1991,Malawi,4.0
1991,Malaysia,157.0
1991,Malta,4.0
1991,Mexico,213.0
1991,Monaco,9.0
1991,Mongolia,0.0
1991,Montenegro,0.0
1991,Morocco,60.0
1991,Netherlands (Kingdom of the),488.0
1991,New Zealand,851.0
1991,Nicaragua,0.0
1991,Northern America,30682.0
1991,Norway,976.0
1991,Oceania,5753.0
1991,Panama,0.0
1991,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1991,Peru,58.0
1991,Philippines,261.0
1991,Poland,845.0
1991,Portugal,789.0
1991,Republic of Korea,3694.0
1991,Republic of Moldova,0.0
1991,Romania,201.0
1991,Russian Federation,0.0
1991,San Marino,0.0
1991,Saudi Arabia,0.0
1991,Serbia,0.0
1991,Singapore,176.0
1991,Slovakia,0.0
1991,Slovenia,0.0
1991,South Africa,1237.0
1991,Soviet Union,12384.0
1991,Spain,415.0
1991,Sweden,576.0
1991,Switzerland,536.0
1991,Tajikistan,0.0
1991,Tunisia,52.0
1991,Türkiye,92.0
1991,Ukraine,0.0
1991,United Kingdom,3397.0
1991,United States of America,20870.0
1991,Uruguay,5.0
1991,Uzbekistan,0.0
1991,Viet Nam,0.0
1991,World,168057.0
1991,Yugoslavia,259.0
1991,Zambia,10.0
1991,Zimbabwe,28.0
1992,Africa,1630.0
1992,African Intellectual Property Organization,103.0
1992,African Regional Intellectual Property Organization,31.0
1992,Algeria,0.0
1992,Argentina,165.0
1992,Armenia,0.0
1992,Asia,89523.0
1992,Australia,5050.0
1992,Austria,286.0
1992,Belarus,0.0
1992,Belgium,238.0
1992,Bosnia and Herzegovina,0.0
1992,Brazil,1191.0
1992,Bulgaria,240.0
1992,Canada,10630.0
1992,Chile,0.0
1992,China,1963.0
1992,"China, Hong Kong SAR",258.0
1992,Colombia,0.0
1992,Costa Rica,0.0
1992,Croatia,0.0
1992,Cuba,21.0
1992,Cyprus,30.0
1992,Czech Republic,0.0
1992,Czechoslovakia,1255.0
1992,Denmark,196.0
1992,Dominican Republic,1.0
1992,Ecuador,8.0
1992,Egypt,64.0
1992,El Salvador,0.0
1992,Estonia,0.0
1992,Eurasian Patent Organization,0.0
1992,Europe,50976.0
1992,European Patent Office,12786.0
1992,Finland,1232.0
1992,France,3246.0
1992,Georgia,0.0
1992,German Democratic Republic,681.0
1992,Germany,6348.0
1992,Greece,196.0
1992,Guatemala,26.0
1992,Honduras,0.0
1992,Hungary,1057.0
1992,Iceland,37.0
1992,India,0.0
1992,Indonesia,0.0
1992,Ireland,1199.0
1992,Israel,1359.0
1992,Italy,1435.0
1992,Japan,80823.0
1992,Jordan,3.0
1992,Kazakhstan,0.0
1992,Kenya,0.0
1992,Latin America and the Caribbean,2979.0
1992,Latvia,0.0
1992,Lithuania,2.0
1992,Luxembourg,38.0
1992,Malawi,3.0
1992,Malaysia,192.0
1992,Malta,0.0
1992,Mexico,1533.0
1992,Monaco,12.0
1992,Mongolia,0.0
1992,Montenegro,0.0
1992,Morocco,63.0
1992,Netherlands (Kingdom of the),428.0
1992,New Zealand,808.0
1992,Nicaragua,0.0
1992,Northern America,31773.0
1992,Norway,1147.0
1992,Oceania,5858.0
1992,Panama,0.0
1992,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1992,Peru,0.0
1992,Philippines,277.0
1992,Poland,878.0
1992,Portugal,647.0
1992,Republic of Korea,4273.0
1992,Republic of Moldova,0.0
1992,Romania,268.0
1992,Russian Federation,12012.0
1992,San Marino,0.0
1992,Saudi Arabia,0.0
1992,Serbia,0.0
1992,Singapore,259.0
1992,Slovakia,0.0
1992,Slovenia,9.0
1992,South Africa,1307.0
1992,Soviet Union,0.0
1992,Spain,540.0
1992,Sweden,582.0
1992,Switzerland,322.0
1992,Tajikistan,0.0
1992,Tunisia,26.0
1992,Türkiye,86.0
1992,Ukraine,0.0
1992,United Kingdom,3514.0
1992,United States of America,21143.0
1992,Uruguay,34.0
1992,Uzbekistan,0.0
1992,Viet Nam,0.0
1992,World,188484.0
1992,Yugoslavia,145.0
1992,Zambia,8.0
1992,Zimbabwe,25.0
1993,Africa,1546.0
1993,African Intellectual Property Organization,75.0
1993,African Regional Intellectual Property Organization,36.0
1993,Algeria,0.0
1993,Argentina,665.0
1993,Armenia,0.0
1993,Asia,85775.0
1993,Australia,5694.0
1993,Austria,285.0
1993,Belarus,0.0
1993,Belgium,200.0
1993,Bosnia and Herzegovina,0.0
1993,Brazil,1289.0
1993,Bulgaria,188.0
1993,Canada,9499.0
1993,Chile,0.0
1993,China,2454.0
1993,"China, Hong Kong SAR",329.0
1993,Colombia,0.0
1993,Costa Rica,1.0
1993,Croatia,0.0
1993,Cuba,13.0
1993,Cyprus,16.0
1993,Czech Republic,97.0
1993,Czechoslovakia,738.0
1993,Denmark,205.0
1993,Dominican Republic,0.0
1993,Ecuador,13.0
1993,Egypt,72.0
1993,El Salvador,0.0
1993,Estonia,0.0
1993,Eurasian Patent Organization,0.0
1993,Europe,45868.0
1993,European Patent Office,12647.0
1993,Finland,1143.0
1993,France,3478.0
1993,Georgia,4.0
1993,German Democratic Republic,57.0
1993,Germany,6670.0
1993,Greece,139.0
1993,Guatemala,25.0
1993,Honduras,0.0
1993,Hungary,888.0
1993,Iceland,47.0
1993,India,0.0
1993,Indonesia,0.0
1993,Ireland,238.0
1993,Israel,1314.0
1993,Italy,1407.0
1993,Japan,76994.0
1993,Jordan,0.0
1993,Kazakhstan,0.0
1993,Kenya,0.0
1993,Latin America and the Caribbean,4404.0
1993,Latvia,60.0
1993,Lithuania,73.0
1993,Luxembourg,26.0
1993,Malawi,5.0
1993,Malaysia,266.0
1993,Malta,0.0
1993,Mexico,2353.0
1993,Monaco,22.0
1993,Mongolia,0.0
1993,Montenegro,0.0
1993,Morocco,61.0
1993,Netherlands (Kingdom of the),404.0
1993,New Zealand,673.0
1993,Nicaragua,0.0
1993,Northern America,31424.0
1993,Norway,1192.0
1993,Oceania,6367.0
1993,Panama,0.0
1993,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1993,Peru,1.0
1993,Philippines,170.0
1993,Poland,958.0
1993,Portugal,427.0
1993,Republic of Korea,3946.0
1993,Republic of Moldova,0.0
1993,Romania,426.0
1993,Russian Federation,8928.0
1993,San Marino,0.0
1993,Saudi Arabia,0.0
1993,Serbia,0.0
1993,Singapore,164.0
1993,Slovakia,137.0
1993,Slovenia,94.0
1993,South Africa,1258.0
1993,Soviet Union,0.0
1993,Spain,206.0
1993,Sweden,667.0
1993,Switzerland,362.0
1993,Tajikistan,0.0
1993,Tunisia,23.0
1993,Türkiye,118.0
1993,Ukraine,2.0
1993,United Kingdom,3388.0
1993,United States of America,21925.0
1993,Uruguay,44.0
1993,Uzbekistan,0.0
1993,Viet Nam,0.0
1993,World,182966.0
1993,Yugoslavia,69.0
1993,Zambia,0.0
1993,Zimbabwe,16.0
1994,Africa,1254.0
1994,African Intellectual Property Organization,58.0
1994,African Regional Intellectual Property Organization,30.0
1994,Algeria,0.0
1994,Argentina,385.0
1994,Armenia,0.0
1994,Asia,85366.0
1994,Australia,6305.0
1994,Austria,397.0
1994,Belarus,0.0
1994,Belgium,193.0
1994,Bosnia and Herzegovina,0.0
1994,Brazil,1186.0
1994,Bulgaria,201.0
1994,Canada,8633.0
1994,Chile,0.0
1994,China,3568.0
1994,"China, Hong Kong SAR",348.0
1994,Colombia,0.0
1994,Costa Rica,1.0
1994,Croatia,121.0
1994,Cuba,12.0
1994,Cyprus,31.0
1994,Czech Republic,505.0
1994,Czechoslovakia,415.0
1994,Denmark,31.0
1994,Dominican Republic,0.0
1994,Ecuador,37.0
1994,Egypt,104.0
1994,El Salvador,0.0
1994,Estonia,0.0
1994,Eurasian Patent Organization,0.0
1994,Europe,43647.0
1994,European Patent Office,12809.0
1994,Finland,1385.0
1994,France,3356.0
1994,Georgia,13.0
1994,German Democratic Republic,66.0
1994,Germany,7013.0
1994,Greece,143.0
1994,Guatemala,28.0
1994,Honduras,0.0
1994,Hungary,961.0
1994,Iceland,44.0
1994,India,0.0
1994,Indonesia,2.0
1994,Ireland,143.0
1994,Israel,1272.0
1994,Italy,1410.0
1994,Japan,75982.0
1994,Jordan,6.0
1994,Kazakhstan,0.0
1994,Kenya,0.0
1994,Latin America and the Caribbean,3308.0
1994,Latvia,199.0
1994,Lithuania,160.0
1994,Luxembourg,20.0
1994,Malawi,5.0
1994,Malaysia,290.0
1994,Malta,0.0
1994,Mexico,1621.0
1994,Monaco,7.0
1994,Mongolia,0.0
1994,Montenegro,0.0
1994,Morocco,58.0
1994,Netherlands (Kingdom of the),346.0
1994,New Zealand,598.0
1994,Nicaragua,0.0
1994,Northern America,32337.0
1994,Norway,1306.0
1994,Oceania,6903.0
1994,Panama,0.0
1994,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1994,Peru,1.0
1994,Philippines,2.0
1994,Poland,679.0
1994,Portugal,278.0
1994,Republic of Korea,3548.0
1994,Republic of Moldova,21.0
1994,Romania,374.0
1994,Russian Federation,5228.0
1994,San Marino,0.0
1994,Saudi Arabia,0.0
1994,Serbia,0.0
1994,Singapore,228.0
1994,Slovakia,459.0
1994,Slovenia,193.0
1994,South Africa,946.0
1994,Soviet Union,0.0
1994,Spain,298.0
1994,Sweden,778.0
1994,Switzerland,306.0
1994,Tajikistan,0.0
1994,Tunisia,30.0
1994,Türkiye,76.0
1994,Ukraine,67.0
1994,United Kingdom,3522.0
1994,United States of America,23704.0
1994,Uruguay,37.0
1994,Uzbekistan,0.0
1994,Viet Nam,0.0
1994,World,181417.0
1994,Yugoslavia,213.0
1994,Zambia,4.0
1994,Zimbabwe,19.0
1995,Africa,1473.0
1995,African Intellectual Property Organization,10.0
1995,African Regional Intellectual Property Organization,27.0
1995,Algeria,0.0
1995,Argentina,176.0
1995,Armenia,0.0
1995,Asia,86097.0
1995,Australia,7123.0
1995,Austria,257.0
1995,Belarus,0.0
1995,Belgium,242.0
1995,Bosnia and Herzegovina,0.0
1995,Brazil,1369.0
1995,Bulgaria,337.0
1995,Canada,8367.0
1995,Chile,0.0
1995,China,3744.0
1995,"China, Hong Kong SAR",446.0
1995,Colombia,140.0
1995,Costa Rica,4.0
1995,Croatia,189.0
1995,Cuba,24.0
1995,Cyprus,37.0
1995,Czech Republic,783.0
1995,Czechoslovakia,85.0
1995,Denmark,65.0
1995,Dominican Republic,0.0
1995,Ecuador,14.0
1995,Egypt,94.0
1995,El Salvador,16.0
1995,Estonia,22.0
1995,Eurasian Patent Organization,0.0
1995,Europe,46180.0
1995,European Patent Office,13730.0
1995,Finland,1367.0
1995,France,3717.0
1995,Georgia,33.0
1995,German Democratic Republic,26.0
1995,Germany,6932.0
1995,Greece,34.0
1995,Guatemala,14.0
1995,Honduras,0.0
1995,Hungary,975.0
1995,Iceland,39.0
1995,India,0.0
1995,Indonesia,0.0
1995,Ireland,140.0
1995,Israel,1180.0
1995,Italy,1475.0
1995,Japan,73967.0
1995,Jordan,6.0
1995,Kazakhstan,0.0
1995,Kenya,0.0
1995,Latin America and the Caribbean,2082.0
1995,Latvia,161.0
1995,Lithuania,165.0
1995,Luxembourg,20.0
1995,Malawi,0.0
1995,Malaysia,328.0
1995,Malta,0.0
1995,Mexico,160.0
1995,Monaco,9.0
1995,Mongolia,0.0
1995,Montenegro,0.0
1995,Morocco,87.0
1995,Netherlands (Kingdom of the),424.0
1995,New Zealand,708.0
1995,Nicaragua,0.0
1995,Northern America,32944.0
1995,Norway,1346.0
1995,Oceania,7831.0
1995,Panama,0.0
1995,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1995,Peru,108.0
1995,Philippines,0.0
1995,Poland,1095.0
1995,Portugal,49.0
1995,Republic of Korea,5885.0
1995,Republic of Moldova,60.0
1995,Romania,176.0
1995,Russian Federation,6478.0
1995,San Marino,0.0
1995,Saudi Arabia,1.0
1995,Serbia,0.0
1995,Singapore,254.0
1995,Slovakia,582.0
1995,Slovenia,137.0
1995,South Africa,1220.0
1995,Soviet Union,0.0
1995,Spain,369.0
1995,Sweden,895.0
1995,Switzerland,226.0
1995,Tajikistan,0.0
1995,Tunisia,34.0
1995,Türkiye,216.0
1995,Ukraine,34.0
1995,United Kingdom,3455.0
1995,United States of America,24577.0
1995,Uruguay,57.0
1995,Uzbekistan,0.0
1995,Viet Nam,0.0
1995,World,187035.0
1995,Yugoslavia,84.0
1995,Zambia,0.0
1995,Zimbabwe,1.0
1996,Africa,1913.0
1996,African Intellectual Property Organization,66.0
1996,African Regional Intellectual Property Organization,33.0
1996,Algeria,0.0
1996,Argentina,1.0
1996,Armenia,0.0
1996,Asia,91236.0
1996,Australia,8812.0
1996,Austria,303.0
1996,Belarus,0.0
1996,Belgium,185.0
1996,Bosnia and Herzegovina,0.0
1996,Brazil,943.0
1996,Bulgaria,239.0
1996,Canada,8289.0
1996,Chile,0.0
1996,China,5645.0
1996,"China, Hong Kong SAR",483.0
1996,Colombia,165.0
1996,Costa Rica,2.0
1996,Croatia,257.0
1996,Cuba,17.0
1996,Cyprus,26.0
1996,Czech Republic,877.0
1996,Czechoslovakia,40.0
1996,Denmark,82.0
1996,Dominican Republic,3.0
1996,Ecuador,35.0
1996,Egypt,65.0
1996,El Salvador,26.0
1996,Estonia,63.0
1996,Eurasian Patent Organization,7.0
1996,Europe,50233.0
1996,European Patent Office,14721.0
1996,Finland,1121.0
1996,France,3566.0
1996,Georgia,80.0
1996,German Democratic Republic,21.0
1996,Germany,7335.0
1996,Greece,76.0
1996,Guatemala,22.0
1996,Honduras,0.0
1996,Hungary,949.0
1996,Iceland,41.0
1996,India,0.0
1996,Indonesia,42.0
1996,Ireland,112.0
1996,Israel,1136.0
1996,Italy,1237.0
1996,Japan,75524.0
1996,Jordan,2.0
1996,Kazakhstan,0.0
1996,Kenya,0.0
1996,Latin America and the Caribbean,1403.0
1996,Latvia,185.0
1996,Lithuania,43.0
1996,Luxembourg,26.0
1996,Malawi,0.0
1996,Malaysia,315.0
1996,Malta,0.0
1996,Mexico,0.0
1996,Monaco,11.0
1996,Mongolia,0.0
1996,Montenegro,0.0
1996,Morocco,87.0
1996,Netherlands (Kingdom of the),518.0
1996,New Zealand,785.0
1996,Nicaragua,0.0
1996,Northern America,36229.0
1996,Norway,1470.0
1996,Oceania,9597.0
1996,Panama,3.0
1996,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1996,Peru,126.0
1996,Philippines,50.0
1996,Poland,1370.0
1996,Portugal,45.0
1996,Republic of Korea,7388.0
1996,Republic of Moldova,92.0
1996,Romania,229.0
1996,Russian Federation,8853.0
1996,San Marino,0.0
1996,Saudi Arabia,1.0
1996,Serbia,0.0
1996,Singapore,182.0
1996,Slovakia,351.0
1996,Slovenia,217.0
1996,South Africa,1620.0
1996,Soviet Union,0.0
1996,Spain,214.0
1996,Sweden,1196.0
1996,Switzerland,218.0
1996,Tajikistan,0.0
1996,Tunisia,42.0
1996,Türkiye,353.0
1996,Ukraine,40.0
1996,United Kingdom,3854.0
1996,United States of America,27940.0
1996,Uruguay,60.0
1996,Uzbekistan,0.0
1996,Viet Nam,9.0
1996,World,203325.0
1996,Yugoslavia,69.0
1996,Zambia,0.0
1996,Zimbabwe,0.0
1997,Africa,1728.0
1997,African Intellectual Property Organization,39.0
1997,African Regional Intellectual Property Organization,93.0
1997,Algeria,0.0
1997,Argentina,369.0
1997,Armenia,0.0
1997,Asia,95547.0
1997,Australia,8797.0
1997,Austria,293.0
1997,Belarus,1.0
1997,Belgium,192.0
1997,Bosnia and Herzegovina,0.0
1997,Brazil,2105.0
1997,Bulgaria,245.0
1997,Canada,8304.0
1997,Chile,0.0
1997,China,6910.0
1997,"China, Hong Kong SAR",304.0
1997,Colombia,200.0
1997,Costa Rica,3.0
1997,Croatia,294.0
1997,Cuba,10.0
1997,Cyprus,35.0
1997,Czech Republic,969.0
1997,Czechoslovakia,40.0
1997,Denmark,88.0
1997,Dominican Republic,2.0
1997,Ecuador,148.0
1997,Egypt,83.0
1997,El Salvador,18.0
1997,Estonia,123.0
1997,Eurasian Patent Organization,58.0
1997,Europe,49952.0
1997,European Patent Office,15871.0
1997,Finland,994.0
1997,France,3627.0
1997,Georgia,70.0
1997,German Democratic Republic,6.0
1997,Germany,8281.0
1997,Greece,78.0
1997,Guatemala,17.0
1997,Honduras,21.0
1997,Hungary,519.0
1997,Iceland,96.0
1997,India,0.0
1997,Indonesia,315.0
1997,Ireland,82.0
1997,Israel,542.0
1997,Italy,850.0
1997,Japan,74051.0
1997,Jordan,8.0
1997,Kazakhstan,0.0
1997,Kenya,0.0
1997,Latin America and the Caribbean,4790.0
1997,Latvia,104.0
1997,Lithuania,45.0
1997,Luxembourg,23.0
1997,Malawi,0.0
1997,Malaysia,161.0
1997,Malta,0.0
1997,Mexico,1729.0
1997,Monaco,5.0
1997,Mongolia,0.0
1997,Montenegro,0.0
1997,Morocco,56.0
1997,Netherlands (Kingdom of the),479.0
1997,New Zealand,1269.0
1997,Nicaragua,0.0
1997,Northern America,37719.0
1997,Norway,1576.0
1997,Oceania,10066.0
1997,Panama,3.0
1997,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1997,Peru,101.0
1997,Philippines,240.0
1997,Poland,1444.0
1997,Portugal,39.0
1997,Republic of Korea,12208.0
1997,Republic of Moldova,70.0
1997,Romania,180.0
1997,Russian Federation,6601.0
1997,San Marino,0.0
1997,Saudi Arabia,0.0
1997,Serbia,0.0
1997,Singapore,500.0
1997,Slovakia,593.0
1997,Slovenia,211.0
1997,South Africa,1457.0
1997,Soviet Union,0.0
1997,Spain,261.0
1997,Sweden,1303.0
1997,Switzerland,167.0
1997,Tajikistan,0.0
1997,Tunisia,0.0
1997,Türkiye,199.0
1997,Ukraine,78.0
1997,United Kingdom,4003.0
1997,United States of America,29415.0
1997,Uruguay,64.0
1997,Uzbekistan,1.0
1997,Viet Nam,3.0
1997,World,214712.0
1997,Yugoslavia,63.0
1997,Zambia,0.0
1997,Zimbabwe,0.0
1998,Africa,1856.0
1998,African Intellectual Property Organization,0.0
1998,African Regional Intellectual Property Organization,103.0
1998,Algeria,0.0
1998,Argentina,638.0
1998,Armenia,0.0
1998,Asia,102609.0
1998,Australia,9593.0
1998,Austria,279.0
1998,Belarus,0.0
1998,Belgium,113.0
1998,Bosnia and Herzegovina,17.0
1998,Brazil,2248.0
1998,Bulgaria,246.0
1998,Canada,9498.0
1998,Chile,0.0
1998,China,8010.0
1998,"China, Hong Kong SAR",924.0
1998,Colombia,283.0
1998,Costa Rica,5.0
1998,Croatia,269.0
1998,Cuba,6.0
1998,Cyprus,41.0
1998,Czech Republic,1119.0
1998,Czechoslovakia,26.0
1998,Denmark,85.0
1998,Dominican Republic,0.0
1998,Ecuador,148.0
1998,Egypt,38.0
1998,El Salvador,17.0
1998,Estonia,179.0
1998,Eurasian Patent Organization,216.0
1998,Europe,51879.0
1998,European Patent Office,18203.0
1998,Finland,452.0
1998,France,3847.0
1998,Georgia,112.0
1998,German Democratic Republic,4.0
1998,Germany,9138.0
1998,Greece,75.0
1998,Guatemala,44.0
1998,Honduras,6.0
1998,Hungary,735.0
1998,Iceland,116.0
1998,India,0.0
1998,Indonesia,604.0
1998,Ireland,124.0
1998,Israel,914.0
1998,Italy,1382.0
1998,Japan,77151.0
1998,Jordan,0.0
1998,Kazakhstan,1.0
1998,Kenya,0.0
1998,Latin America and the Caribbean,5852.0
1998,Latvia,65.0
1998,Lithuania,53.0
1998,Luxembourg,25.0
1998,Malawi,0.0
1998,Malaysia,110.0
1998,Malta,0.0
1998,Mexico,2223.0
1998,Monaco,7.0
1998,Mongolia,0.0
1998,Montenegro,0.0
1998,Morocco,86.0
1998,Netherlands (Kingdom of the),516.0
1998,New Zealand,977.0
1998,Nicaragua,0.0
1998,Northern America,49710.0
1998,Norway,1587.0
1998,Oceania,10570.0
1998,Panama,4.0
1998,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1998,Peru,177.0
1998,Philippines,182.0
1998,Poland,1463.0
1998,Portugal,36.0
1998,Republic of Korea,13037.0
1998,Republic of Moldova,42.0
1998,Romania,224.0
1998,Russian Federation,4401.0
1998,San Marino,0.0
1998,Saudi Arabia,0.0
1998,Serbia,0.0
1998,Singapore,1374.0
1998,Slovakia,592.0
1998,Slovenia,128.0
1998,South Africa,1605.0
1998,Soviet Union,0.0
1998,Spain,513.0
1998,Sweden,1125.0
1998,Switzerland,102.0
1998,Tajikistan,11.0
1998,Tunisia,24.0
1998,Türkiye,138.0
1998,Ukraine,25.0
1998,United Kingdom,4288.0
1998,United States of America,40212.0
1998,Uruguay,53.0
1998,Uzbekistan,0.0
1998,Viet Nam,0.0
1998,World,239939.0
1998,Yugoslavia,62.0
1998,Zambia,0.0
1998,Zimbabwe,0.0
1999,Africa,1739.0
1999,African Intellectual Property Organization,0.0
1999,African Regional Intellectual Property Organization,111.0
1999,Algeria,0.0
1999,Argentina,834.0
1999,Armenia,0.0
1999,Asia,106648.0
1999,Australia,6230.0
1999,Austria,271.0
1999,Belarus,0.0
1999,Belgium,192.0
1999,Bosnia and Herzegovina,20.0
1999,Brazil,3802.0
1999,Bulgaria,255.0
1999,Canada,10543.0
1999,Chile,0.0
1999,China,8391.0
1999,"China, Hong Kong SAR",2256.0
1999,Colombia,347.0
1999,Costa Rica,12.0
1999,Croatia,127.0
1999,Cuba,15.0
1999,Cyprus,0.0
1999,Czech Republic,1062.0
1999,Czechoslovakia,19.0
1999,Denmark,91.0
1999,Dominican Republic,4.0
1999,Ecuador,297.0
1999,Egypt,86.0
1999,El Salvador,35.0
1999,Estonia,181.0
1999,Eurasian Patent Organization,273.0
1999,Europe,56724.0
1999,European Patent Office,20240.0
1999,Finland,242.0
1999,France,4035.0
1999,Georgia,110.0
1999,German Democratic Republic,0.0
1999,Germany,10013.0
1999,Greece,70.0
1999,Guatemala,63.0
1999,Honduras,39.0
1999,Hungary,1055.0
1999,Iceland,161.0
1999,India,0.0
1999,Indonesia,471.0
1999,Ireland,115.0
1999,Israel,1130.0
1999,Italy,1997.0
1999,Japan,81536.0
1999,Jordan,11.0
1999,Kazakhstan,0.0
1999,Kenya,0.0
1999,Latin America and the Caribbean,5880.0
1999,Latvia,69.0
1999,Lithuania,39.0
1999,Luxembourg,9.0
1999,Malawi,0.0
1999,Malaysia,151.0
1999,Malta,0.0
1999,Mexico,24.0
1999,Monaco,1.0
1999,Mongolia,0.0
1999,Montenegro,0.0
1999,Morocco,53.0
1999,Netherlands (Kingdom of the),518.0
1999,New Zealand,1029.0
1999,Nicaragua,0.0
1999,Northern America,51923.0
1999,Norway,1679.0
1999,Oceania,7259.0
1999,Panama,10.0
1999,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
1999,Peru,340.0
1999,Philippines,28.0
1999,Poland,1411.0
1999,Portugal,35.0
1999,Republic of Korea,11894.0
1999,Republic of Moldova,151.0
1999,Romania,235.0
1999,Russian Federation,5181.0
1999,San Marino,0.0
1999,Saudi Arabia,6.0
1999,Serbia,0.0
1999,Singapore,491.0
1999,Slovakia,422.0
1999,Slovenia,89.0
1999,South Africa,1465.0
1999,Soviet Union,0.0
1999,Spain,487.0
1999,Sweden,1214.0
1999,Switzerland,131.0
1999,Tajikistan,20.0
1999,Tunisia,24.0
