Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,182,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,175,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,148,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,138,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,190,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,176,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,181,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,..,..,..,..
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103,..,..,..,..
